4.831610287760058,3.217752384945242,0.0
4.667457260332447,3.77442964497806,0.0
3.7068680264327005,3.975070807115759,0.0
4.817262083141688,3.9333485139307376,0.0
3.4540471228790923,3.367740705029072,0.0
3.1872224283600366,3.4598910858929783,0.0
3.8496183296659017,3.2779836942602416,0.0
4.603071020849956,3.789531394079324,0.0
4.092639736588074,3.6769477138218027,0.0
3.991910463760621,4.223866056546217,0.0
3.973684081695396,3.6334646378244395,0.0
4.2353105792365255,4.402750264515636,0.0
4.278698898283527,4.863318932634769,0.0
3.2583051018671743,4.461560270525467,0.0
4.354128831895423,3.2574009139817637,0.0
5.769212662468437,5.623314554569733,1.0
5.481032767428969,5.0050515889810665,1.0
5.280482294152614,5.199964291232882,1.0
5.355582305865062,5.486051609693207,1.0
5.18607239169746,5.942687204465274,1.0
5.941191671391774,5.541460853916696,1.0
5.90629466503221,5.96419214824195,1.0
5.938847373743005,5.956115097915802,1.0
5.170830826423833,5.086540994044414,1.0
5.521348161677009,5.828905370564638,1.0
5.584603456510394,5.939869374754114,1.0
5.906615336692733,5.944963707827761,1.0
5.004128299899682,5.900977090724216,1.0
5.464294001616936,5.1360122574652625,1.0
5.312852294521151,5.473131806602046,1.0
